email_id,from_name,from_email,subject,body,timestamp
64,BEVERLY BROOKS,BEVERLY.BROOKS@aol.com,Double Charge for ENTRAPMENT SATISFACTION?,"I'm showing two charges of $0.99 for 'ENTRAPMENT SATISFACTION' on my account, one around August 23rd, 2005 and another on the 24th. I only rented it once. Can you fix this?

Beverly Brooks",2026-01-10 11:36:38
65,MARIAN MENDOZA,MARIAN.MENDOZA@outlook.com,CLOSE MY ACCOUNT NOW!!!,I AM SICK AND TIRED OF GETTING ALL THESE EMAILS AND I HAVEN'T RENTED A MOVIE IN MONTHS. I WANT MY ACCOUNT CLOSED EFFECTIVELY IMMEDIATELY. NO MORE EMAILS. NO MORE CHARGES. JUST CLOSE IT. THIS IS RIDICULOUS. I TOLD YOU LAST WEEK BUT I GUESS NO ONE LISTENED. DO IT NOW!!!!!!!!!!!,2026-01-25 13:30:52
66,SHANE MILLARD,SHANE.MILLARD@icloud.com,Damaged Rental - SPINAL ROCKY,"To MediaVault Management,

I am writing to report an issue with my recent rental of ""SPINAL ROCKY"" (rented July 28th, 2005, returned August 4th, 2005) from your Store 2 location. The disc I received was severely scratched and unplayable. I attempted to watch it multiple times, but it consistently froze and skipped, rendering the film unwatchable.

I expect rental discs to be in proper working condition. This is not the first time I've encountered such a problem. I request a full refund for this rental, or at the very least, a credit for a free rental of equal value. Please advise on how this can be resolved.

Sincerely,
Shane Millard",2025-12-02 10:36:33
67,MARSHA DOUGLAS,MARSHA.DOUGLAS@protonmail.com,Unresolved Issue - Lawyer Incoming,"Your failure to address my previous complaints regarding the persistent billing inaccuracies and unauthorized account access is alarming. I have exhausted all avenues of communication with your standard support channels without resolution.

Be advised that I have now engaged legal counsel. Expect to be contacted directly by my attorney regarding this matter. Further communication should be directed to them. Consider this your final warning before formal proceedings begin.",2025-12-30 09:11:31
68,AUSTIN CINTRON,AUSTIN.CINTRON@mail.com,"Issue with ""BLUES INSTINCT"" Rental","To whom it may concern,

I rented the film ""BLUES INSTINCT"" on August 23rd. Upon attempting to watch the movie, I found that the disc was severely scratched and skipped in multiple places, making it impossible to enjoy the film. I had to return it early, but the experience was quite frustrating.

Could you please advise on what steps can be taken to resolve this? Perhaps a credit for a future rental or a refund for the amount paid ($2.99)? I understand these things can happen, but it was certainly a disappointing experience.

Thank you for your time and consideration.

Sincerely,
Austin Cintron",2026-01-24 19:53:38
69,MAE FLETCHER,MAE.FLETCHER@live.com,Music movies?,"Hey there, just wondering if you have a decent collection of music-related movies. I'm a big fan of musicals and documentaries about bands. Do you have anything like ""WORDS HUNTER"" or other films in the 'Music' category? Let me know what's available. Thanks!",2026-01-13 13:44:48
70,STEVEN CURLEY,STEVEN.CURLEY@example.com,Late Fee Policy,"Hi,

I have a question about late fees. How are they calculated? And what's the grace period, if any?

Thanks,
Steven Curley",2025-12-29 22:42:09
71,JAMIE RICE,JAMIE.RICE@hotmail.com,Film availability,Is PLUTO OLEANDER in stock?,2025-12-11 14:16:05
72,KATHERINE RIVERA,KATHERINE.RIVERA@gmail.com,Account check,My account says something is wrong. Is it active? I dont know why it says that. Can you look at it?,2026-01-02 23:12:13
73,MIKE WAY,MIKE.WAY@yahoo.com,Request to Close MediaVault Account,"Hello MediaVault Team,

I'm writing today to request the closure of my MediaVault account. I've been a loyal customer for quite some time, and really enjoyed renting films from you guys, especially those classic sci-fi flicks. My kids are grown now though, and honestly, with all the streaming services, we just don't rent physical media much anymore. It's a bit sad, like the end of an era, but it's time.

Could you please guide me through the process of closing my account? I just want to make sure there are no outstanding rentals or fees before it's finalized. Also, if there's any account history I should be aware of or save, please let me know. 

Thanks for all the great movies over the years.

Regards,
Mike Way",2025-12-23 03:06:02
74,RENEE LANE,RENEE.LANE@aol.com,Request to Delete All Personal Data,"I want all my personal data deleted from your systems. Immediately. This means my account, my rental history, my payment information, everything. I no longer wish for MediaVault to hold any information pertaining to me.

Confirm when this has been completed.",2026-02-01 14:44:14
75,TODD TAN,TODD.TAN@outlook.com,Late Fee for Stagecoach Armageddon,"To Whom It May Concern,

I just received an email about an overdue film, ""STAGECOACH ARMAGEDDON,"" and a potential late fee. I am quite certain I returned this film several days ago. Your system states it's 6 days out, but I distinctly remember dropping it in the return slot on time.

Could you please look into this? I'd appreciate it if you could verify the return date before any charges are applied. I've always made sure to return my rentals promptly.

Thank you for your assistance.

Sincerely,
Todd Tan",2025-12-04 00:59:18
76,WILLIE MARKHAM,WILLIE.MARKHAM@icloud.com,Children movies,"Are there any new children's films in stock? My kids have watched 'FURY MURDER' and 'STRANGER STRANGERS' too many times, we need something fresh for them. Please let me know what's available in that category.",2026-02-16 16:30:21
77,MIKE WAY,MIKE.WAY@protonmail.com,General Feedback,Solid service. Always find what I need.,2026-01-08 04:14:48
78,LARRY THRASHER,LARRY.THRASHER@mail.com,Persistent Billing Error - Final Warning Before Legal Action,"This is the third time I've contacted you about the incorrect charge of $4.99 on my account from two months ago. Each time I am assured it will be resolved, and each time the charge reappears or a new, equally incorrect charge takes its place. I have provided transaction IDs and screenshots. This is beyond frustrating and borders on fraudulent billing practices.

Be advised: if this specific $4.99 charge, and any other associated incorrect charges, are not permanently removed and a clear explanation provided within 72 hours, I will consider this matter unresolved and will proceed with formal complaints to consumer protection agencies and consult an attorney regarding a small claims court filing. This is my final attempt at a polite resolution.",2025-12-17 06:37:16
79,NATHAN RUNYON,NATHAN.RUNYON@live.com,YOUR PRICES ARE GETTING OUT OF HAND,"Look I like MediaVault, I really do. You got some good films and the staff are mostly helpful. BUT WHAT IS GOING ON WITH YOUR RENTAL FEES LATELY? I swear every time I go to rent something it's more expensive than the last time. It's getting ridiculous! How am I supposed to afford renting all the films I want when you keep hiking up the prices? I might as well just buy them! THIS IS NOT FAIR TO LOYAL CUSTOMERS. You need to fix this or I'm taking my business elsewhere, there's other options you know! GET IT TOGETHER!",2026-01-17 19:21:09
80,NINA SOTO,NINA.SOTO@example.com,Checking on my MediaVault account,"Good morning,

I hope you're having a good day. I'm writing because I just wanted to quickly check on my MediaVault account. Everything seems fine on my end when I log in, but I thought it would be prudent to just confirm with customer service that my account is in good standing, with no issues or pending matters. I'm not expecting anything specific, just a general check-up.

Thank you for your time and assistance.

Best regards,
Nina Soto",2025-12-27 19:26:25
81,NORMA GONZALES,NORMA.GONZALES@hotmail.com,New Movies,"Hi, just wondering what new releases you have? I saw something called ""BOULEVARD MOB"" listed as a new movie, is that available to rent now? I'm always looking for something fresh to watch. Let me know when you can.
Thanks, Norma.",2025-12-13 22:29:45
82,MORRIS MCCARTER,MORRIS.MCCARTER@gmail.com,THIS IS ABSOLUTELY UNACCEPTABLE - DID NOT RENT ISHTAR ROCKETEER!!!,"I AM LOOKING AT MY STATEMENT RIGHT NOW AND THERE IS A CHARGE FOR $8.99 FOR 'ISHTAR ROCKETEER'. WHAT THE HELL IS THIS?! I DID NOT RENT THIS MOVIE. I REPEAT, I DID NOT RENT 'ISHTAR ROCKETEER'. THIS IS FRAUD. THIS IS THE SECOND TIME SOMETHING LIKE THIS HAS HAPPENED AND I AM FED UP!

YOU NEED TO REMOVE THIS CHARGE IMMEDIATELY AND EXPLAIN HOW THIS HAPPENED. WHO IS ACCESSING MY ACCOUNT? IS YOUR SYSTEM SECURE AT ALL? I AM FURIOUS. FIX THIS NOW OR I WILL CANCEL MY ACCOUNT AND MAKE SURE EVERYONE KNOWS ABOUT YOUR TERRIBLE SECURITY. THIS IS NOT A GAME, MEDIASERV. I EXPECT A RESPONSE AND A RESOLUTION WITHIN THE HOUR.",2025-12-14 21:17:36
83,ANNETTE OLSON,ANNETTE.OLSON@yahoo.com,Wrong movie in case?,"Hi, I rented 'FIDELITY DEVIL' from Store 1 around July 12th. When I got home, the disc inside the case was for a completely different movie, some old documentary. What should I do? I returned the case with the wrong disc in it already. I didn't get to watch what I wanted.",2026-02-06 09:04:50
84,DANNY ISOM,DANNY.ISOM@aol.com,THIS LATE FEE IS WRONG FOR SEABISCUIT PUNK,I GOT A CHARGE FOR SEABISCUIT PUNK BEING LATE. I RETURNED THAT MOVIE ON TIME. I PUT IT IN THE DROP BOX ON THE RIGHT DAY. I DONT KNOW WHY I GOT THIS FEE. IM NOT PAYING FOR IT. CHECK YOUR SYSTEM AGAIN. THIS IS RIDICULOUS.,2026-02-19 18:33:00
85,BRETT CORNWELL,BRETT.CORNWELL@outlook.com,New Releases?,Are 'EARTH VISION' and 'DAY UNFAITHFUL' still considered new releases? What other new films do you have available now?,2025-12-25 01:46:05
86,ANNETTE OLSON,ANNETTE.OLSON@icloud.com,Defective Rental - Unacceptable!,"I am writing to express my extreme disappointment with my most recent rental from your Store 1 location. The disc I rented was so badly scratched that it skipped and froze multiple times, making it impossible to watch the film from beginning to end. This is not the first time I've encountered a damaged disc from MediaVault, but this was by far the worst.

I expect to receive a working product when I pay for a rental. This is completely unacceptable. What are you going to do about this? I wasted my evening trying to watch a broken movie.",2025-12-17 07:00:18
87,RAFAEL ABNEY,RAFAEL.ABNEY@protonmail.com,WHAT IS WRONG WITH YOUR LATE FEES?!,"I cannot BELIEVE the late fee you hit me with for ""CHOCOLAT HARRY""! Seriously? EIGHT DAYS? I returned it as soon as I could, it's not my fault life happens. Your fees are absolutely ridiculous and you're just trying to rip people off. This is COMPLETELY UNFAIR. I expect this to be looked into immediately and adjusted. This is highway robbery!",2026-01-30 03:09:23
88,LYNN PAYNE,LYNN.PAYNE@mail.com,Complaint about staff member Mike Hillyer at Store 1,"I'm writing to complain about one of your employees, Mike Hillyer, at Store 1. I was in there yesterday, around 3 PM, trying to figure out why my last rental kept buffering. He was so dismissive, barely even looked at me when I was talking. He kept muttering about 'user error' and acted like I was wasting his time. I've been coming to that store for years, and I've never been treated so rudely by anyone. I expect better customer service than this. He needs to learn some manners. I want someone to actually do something about this.",2026-02-13 10:41:46
89,ELIZABETH BROWN,ELIZABETH.BROWN@live.com,Account Balance Inquiry,"Could you please tell me what my current outstanding balance is with MediaVault? Thank you.

Elizabeth Brown",2026-01-28 22:03:15
90,SARAH LEWIS,SARAH.LEWIS@example.com,Unauthorized charge,"I have an unfamiliar charge on my card from MediaVault for $7.99. I haven't rented anything recently. Please identify this charge or reverse it immediately. My account is Sarah Lewis.

Thanks.",2026-01-23 00:11:49
91,RAUL FORTIER,RAUL.FORTIER@hotmail.com,Regarding my MediaVault Membership Tier,"Good day,

I trust this email finds you well. I'm writing today with a query regarding my MediaVault membership. I've been a loyal customer for quite some time now, and I've always appreciated the selection of films available. Recently, I've been considering utilizing the service more frequently, and I was wondering if you could provide me with details about my current membership level. I'm curious if there are different tiers, and if so, what benefits might be associated with them, and perhaps what I would need to do to potentially upgrade. Any information you could provide on this would be greatly appreciated as I try to make the most of my subscription.

Thank you for your time and assistance.

Sincerely,
Raul Fortier",2025-12-17 21:02:46
92,AMY LOPEZ,AMY.LOPEZ@gmail.com,Wrong Film in Case for LOCK REAR,"Dear MediaVault Customer Service,

I rented the film ""LOCK REAR"" from your Store 1 location on July 12, 2005. When I got home and opened the case, it wasn't ""LOCK REAR"" inside! It was some nature documentary I've never heard of. I was really looking forward to watching my chosen movie.

This was quite frustrating as I had to make an extra trip to return the incorrect disc, and I didn't get to watch what I intended. Can you please advise on how this can be rectified? I'd appreciate a refund or a credit for my trouble.

Thank you,
Amy Lopez",2026-02-11 17:24:51
93,HERMAN DEVORE,HERMAN.DEVORE@yahoo.com,Comedy Recs?,Looking for some good comedy films. Something like 'PARADISE SABRINA' or 'HEDWIG ALTER'. What do you suggest?,2025-12-15 19:14:29
94,HEATHER MORRIS,HEATHER.MORRIS@aol.com,"Inquiry about ""PARADISE SABRINA""","Dear MediaVault,

I hope this email finds you well. I was wondering if you currently have the film ""PARADISE SABRINA"" available for rental at your store. I've been hoping to watch it soon.

Thank you for your time and assistance.

Sincerely,
Heather Morris",2025-12-03 23:07:00
95,JOSEPHINE GOMEZ,JOSEPHINE.GOMEZ@outlook.com,BILL MISTAKE GRACELAND DYNAMITE,"hey i got a bill here and it says i owe $8.99 for the movie GRACELAND DYNAMITE. but i remember the sign saying it was like 4.99 to rent that one. why did i get charged so much more? i rented it on like august 17th and brought it back before the month was out. this seems like a real big mistake and im not paying that much when it said a different price. i want to get this fixed up on my bill or ill cancel everything.

Josephine Gomez",2026-01-16 04:42:56
96,NATALIE MEYER,NATALIE.MEYER@icloud.com,Unpleasant experience at Store 1,"I visited your Store 1 location yesterday evening, around 6 PM, and was quite disappointed by the interaction I had with one of your staff members. I had a simple question about a membership discount, and the person at the counter was quite abrupt and unhelpful, making me feel like an inconvenience. I understand people have bad days, but a basic level of customer service should always be maintained. It left a very poor impression.",2025-12-09 20:39:31
97,ELSIE KELLEY,ELSIE.KELLEY@protonmail.com,that jon at store 2 is a problem,i went into store 2 today cause my thing was not working right. that jon stephens guy he was SO RUDE to me. just real snotty acting like im dumb. i dont like how he treats customers. this isnt the first time either he always got an attitude. i just want to watch my movies and not be treated like dirt. you need to talk to him or something cause i cant stand him. i shouldnt have to deal with that from your employees. just wanted to make sure someone knows. this a serious problem,2026-02-18 23:41:16
98,AARON SELBY,AARON.SELBY@mail.com,UNWATCHABLE DISC - SWEDEN SHINING,"I rented 'SWEDEN SHINING' from your Store 2 and it was completely unwatchable! The disc was so scratched it wouldn't even load past the menu screen. What am I paying for?! I wasted my time driving to your store, then wasted my evening trying to get this garbage to play. This is absolutely unacceptable. I want a refund and a free rental for my trouble. You need to check your discs before you rent them out to people!",2026-01-31 12:58:58
99,HERBERT KRUGER,HERBERT.KRUGER@live.com,"Just a thought about the store in general, you know.","Hey MediaVault,

I just wanted to send a quick email about my last couple of visits to your Store 2. I feel like every time I go in there now, the lines are so long, and it takes forever to rent a movie. And then, when I finally get to the front, the selection of new releases is always so sparse. I understand popular movies go fast, but it feels like there's never anything good left by the time I get there, even early in the day.

It's getting really frustrating, you know? I like renting movies, but the whole experience is just becoming a bit of a drag. Maybe you could stock more copies or something? Just a suggestion.

Thanks,
Herbert K.",2025-12-31 21:27:53
100,MILDRED BAILEY,MILDRED.BAILEY@example.com,Please close my late husband's account,"Dear MediaVault Support,

I'm writing to you with a heavy heart. My husband, Robert Bailey, passed away last month. He was a big fan of your service, always renting movies like 'BOOGIE AMELIE' and others. It's been incredibly difficult for me, and I'm just trying to tie up loose ends and manage his affairs.

Could you please help me close his MediaVault account? His email was Robert.Bailey@sakilacustomer.org. I don't have his password, but I can provide a copy of his death certificate or any other documentation you might need to confirm. It's just too painful to see the statements, and I know he wouldn't want the account sitting open. I would be so grateful if you could handle this with sensitivity and guide me through the process. Thank you for your understanding during this difficult time.",2026-01-21 21:08:02
101,TAMARA NGUYEN,TAMARA.NGUYEN@hotmail.com,Duplicate Billing for FLATLINERS KILLER,"Hello MediaVault customer service team,

I am confused because my bank statement shows I was charged twice for the movie 'FLATLINERS KILLER'. Both charges are for $2.99 and seem to be from July 12, 2005. I definitely only rented it once. Could you please look into this for me and refund the duplicate charge? It's a bit frustrating when things like this happen and I don't want to be paying for movies I only watched once you know? Just makes me a bit hesitant to use your service again if billing isn't correct. Thanks for your help with this.

Sincerely,
Tamara Nguyen",2025-12-16 10:14:19
102,CHRISTINE ROBERTS,CHRISTINE.ROBERTS@gmail.com,Sci-Fi Film Recommendations,"Hello MediaVault,

I'm a big fan of science fiction films and was hoping you could offer some recommendations. I've already seen 'BARBARELLA STREETCAR' multiple times and loved it, so anything similar in tone or just generally good Sci-Fi would be fantastic. Are there any hidden gems in your collection I should know about, perhaps something less mainstream but still compelling? I'm open to anything within the Sci-Fi genre. Thanks!",2026-01-16 08:46:18
103,KENNETH GOODEN,KENNETH.GOODEN@yahoo.com,My membership level?,"Hello MediaVault, can you tell me what membership level I am? Am I like a silver or gold member or something? I don't really understand how it works.",2025-12-21 02:56:25
104,MIKE WAY,MIKE.WAY@aol.com,Complaint about staff attitude at Store 1,"Dear MediaVault Management,

I am writing to report an unpleasant experience I had at your Store 1 location earlier today. While I understand that retail can be a demanding environment, the employee who assisted me at the counter was quite rude and unhelpful.

I had a simple question about a new release, and I was met with short, dismissive answers and a general attitude that made me feel like I was an inconvenience. This is not the level of customer service I expect from MediaVault, and it certainly detracted from my visit.

I hope you will address this with your team. Good customer service is key to retaining patrons.

Sincerely,
Mike Way",2026-01-23 00:28:44
105,DOROTHY TAYLOR,DOROTHY.TAYLOR@outlook.com,Request for Recent Transaction History,"To Whom It May Concern,

I am writing to formally request a copy of my recent transaction history for my MediaVault account. I require this information for personal record-keeping purposes.

Please provide a detailed list of all rentals, purchases, and any associated fees or payments from the past three months. If there is a specific procedure I need to follow to obtain this, kindly advise. I would prefer this information to be sent to the email address on file.

Thank you for your prompt attention to this matter.

Sincerely,
Dorothy Taylor",2025-12-21 01:19:45
106,DEBORAH WALKER,DEBORAH.WALKER@icloud.com,Double Charge: RUSHMORE MERMAID,"I was charged $2.99 twice for 'RUSHMORE MERMAID' on July 29, 2005. Please refund one of the charges.",2026-01-08 14:24:42
107,JAMIE RICE,JAMIE.RICE@protonmail.com,Account Balance Inquiry,"Dear MediaVault,

Could you please provide me with my current account balance? I would like to ensure all my payments are up to date.

Regards,
Jamie Rice",2025-11-27 23:33:46
108,LOUIS LEONE,LOUIS.LEONE@mail.com,Inquiry about CADDYSHACK JEDI late fee,"Dear MediaVault,

I received a statement indicating a late fee for the rental of 'CADDYSHACK JEDI'. It says I was late by 1 day. Could you please provide the exact return date you have on record? I thought I had returned it within the rental period, so I'd like to clarify this charge of $3.99.

Thank you for your assistance.
Louis Leone",2025-11-29 23:11:43
109,TAMMY SANDERS,TAMMY.SANDERS@live.com,THIS IS UNACCEPTABLE! DEMANDING IMMEDIATE FULL REFUND AND COMPENSATION!,"I am absolutely LIVID! For a loyal customer like myself, who has rented over 1600 films and spent THOUSANDS of dollars with MediaVault, to be treated this way is beyond insulting. Last night, I tried to watch 'THE GODFATHER PART II' (which I have rented many times before), and your system completely froze halfway through. Not just once, but THREE times! I missed the crucial ending, my family evening was RUINED, and I spent over an hour trying to troubleshoot your broken service! 

I DEMAND a full refund for my entire month's subscription, not just the rental. Furthermore, I expect significant compensation for the wasted time, the emotional distress, and the sheer incompetence your platform displayed. If I don't see a substantial credit on my account and a personal apology from management, I will not only cancel my account but I will also take my story to every local news outlet and consumer protection agency I can find. You have until the end of the day to make this right!",2026-02-14 07:45:35
110,NELSON CHRISTENSON,NELSON.CHRISTENSON@example.com,Account Balance Inquiry,"To whom it may concern,

I would like to inquire about my current account balance with MediaVault. I haven't rented anything recently and just wanted to ensure there are no outstanding charges or unexpected fees on my account. Could you please provide a statement or confirm my balance is zero?

Thank you for your time.

Regards,
Nelson Christenson",2025-12-25 14:11:26
111,BRENDA WRIGHT,BRENDA.WRIGHT@hotmail.com,Film selection at Store 2,"Seriously disappointed with the movie selection at your Store 2. Every time I go in there, it's the same old stuff. Where are the new releases? Or even just some decent variety? It's like you don't even try to keep it fresh. Getting really tired of it.",2026-02-03 03:58:49
112,JIMMIE EGGLESTON,JIMMIE.EGGLESTON@gmail.com,Snatchers,Is snatchers montezuma in the store. Need to rent it.,2026-01-02 03:30:05
113,AMY LOPEZ,AMY.LOPEZ@yahoo.com,Dispute on 'LOCK REAR' Rental,"Dear MediaVault Billing Department,

I am writing to formally dispute a charge of $2.99 for the film 'LOCK REAR' that appears on my statement with a rental date of July 11, 2005. While I did rent 'LOCK REAR' recently, my records indicate the rental took place on July 12, 2005, and was returned promptly the following day. I believe this charge may be an error, or possibly a double charge if there's another transaction around that date. Could you please review my account history for any anomalies around these dates and clarify why this particular charge appears as it does? I value your service and want to resolve this quickly.

Best regards,
Amy Lopez",2026-02-25 11:15:33
114,CLARA SHAW,CLARA.SHAW@aol.com,Request for Complete Data Erasure - GDPR Compliance,"Dear MediaVault Data Protection Officer,

I am writing to formally request the complete erasure of all my personal data held by MediaVault, in accordance with my rights under the General Data Protection Regulation (GDPR) and similar privacy laws. This includes, but is not limited to, my account details, rental history, payment information, communications, and any other data associated with my identity (Clara Shaw, clara.shaw@sakilacustomer.org).

I understand that certain transactional data may need to be retained for legal or accounting purposes, but I insist that all personally identifiable information linked to these records be anonymized or pseudonymized where absolutely necessary, and permanently deleted otherwise. I no longer wish for MediaVault to process or store any data that can identify me.

Please confirm, in writing, once this process has been completed and provide details of the steps taken to fulfill this request. I expect this to be actioned promptly and without undue delay. My account should be fully closed and all data expunged.",2026-01-09 20:02:07
115,LISA ANDERSON,LISA.ANDERSON@outlook.com,Inquiry Regarding Late Fee for GORGEOUS BINGO,"Dear MediaVault Billing Department,

I am writing to understand a late fee applied to my account for the film 'GORGEOUS BINGO'. My records indicate this film was due back within the standard rental period. The charge indicates I was late by 3 days, resulting in a $6.99 fee. Could you please provide clarification on the exact return date recorded on your system for this rental? I wish to verify the accuracy of this charge.

Thank you for your assistance.
Sincerely,
Lisa Anderson",2025-12-28 23:52:01
116,VALERIE BLACK,VALERIE.BLACK@icloud.com,"Address Change, a bit complicated...","Oh my goodness, where do I even begin? So, I've lived at my current address, 123 Main Street, for what feels like forever, and all my MediaVault rentals and everything have always gone there. But, wouldn't you know it, my sister is moving out of state to take care of our aunt, and she asked me to come stay with her for a while, at least for a few months, maybe longer if things work out. So I'm temporarily moving to her place. It's 456 Oak Avenue, Apt B, Springfield, IL 62704. I'll still be able to rent movies from your service, of course, because I have my laptop and everything, but I just want to make sure if anything needs to be sent by mail, or if there's any communication, that it goes to this new temporary address. I'm not sure if I'll be back at Main Street permanently, it's all up in the air really. Can you please update my address for now? I'll let you know if I move back or permanently to the new place. Thanks so much for your understanding, this whole moving thing is a bit stressful!",2026-01-28 11:08:16
117,JILL HAWKINS,JILL.HAWKINS@protonmail.com,Unauthorized Rental on my account - WESTWARD SEABISCUIT?,"Hello,

I just received an email notification for a rental of 'WESTWARD SEABISCUIT' for $0.99. I absolutely did not rent this film. I haven't even logged into my account in weeks. This looks like someone else has gained access to my account or there's been some kind of mistake.

Could you please investigate this immediately? I'm worried about my account security and if there are any other unauthorized charges. Please reverse this charge and tell me how this happened. I need to know my account is safe.",2026-01-25 18:29:19
118,SEAN DOUGLASS,SEAN.DOUGLASS@mail.com,Film I heard about - like a doc but intense?,"Hey MediaVault,

Heard about a film from a buddy the other day. He said it was like a documentary, but super intense, maybe a bit dark? He couldn't remember the name, but he said it made him think a lot. Something about it being pretty thought-provoking, not like a normal light watch. You guys have anything like that? I know you got 'POCUS PULP' listed as a documentary, is that the kind of thing he might be talking about? Or something similar in that vein? Let me know if anything comes to mind. Cheers.",2026-02-17 17:39:57
119,ADRIAN CLARY,ADRIAN.CLARY@live.com,Delete my data,"I want all my data deleted. Everything. My account, my rentals, my info. Everything you have on me. Delete it. Permanently. And confirm when it's done. Don't just deactivate it, delete it. NOW.",2025-12-31 06:48:57
120,LUCILLE HOLMES,LUCILLE.HOLMES@example.com,A little confused about my bill,"Oh my goodness, hello there.

I was just looking at my bank statement, and I saw a charge from MediaVault for $5.99. Now, I do remember renting 'FICTION CHRISTMAS' a while back, but I thought I'd paid for it already, or at least it wasn't that much. It says something about being 'late by 3 days' but I'm really not sure what that means. Could you perhaps explain it to me? I just want to make sure I'm not paying for something I shouldn't be. My memory isn't what it used to be, you see, so any help understanding this would be grand.

Thank you ever so much,
Lucille Holmes",2026-01-01 11:31:00
121,ELIZABETH BROWN,ELIZABETH.BROWN@hotmail.com,Query Regarding Film Recommendations for Family Viewing,"Dear MediaVault Team,

I hope this email finds you well. My family and I are planning a movie night this weekend, and we are hoping to rent something suitable for all ages. We particularly enjoy heartwarming stories and films that are appropriate for children.

Could you please provide some recommendations from your collection? We are open to anything in the 'Family' or 'Children' categories, perhaps something like ""BLOOD ARGONAUTS"" or even ""SUNDANCE INVASION"" if you think it fits. We'd appreciate any suggestions you might have to make our evening special.

Thank you for your time and assistance.

Sincerely,
Elizabeth Brown",2026-01-28 23:51:14
122,BRENDA WRIGHT,BRENDA.WRIGHT@gmail.com,Frustration with MediaVault service,"Seriously, what is going on with MediaVault lately? Every time I go to one of your branches, it's a hassle. Either the movie I want isn't in stock, or the self-service kiosks are broken, or there's only one person at the counter and the line is out the door. It used to be so easy to rent movies, but now it feels like a chore.

I'm getting really fed up. I pay for a service, and I expect it to be reliable and convenient. This isn't just about one bad experience; it's a pattern. Please do something to improve things, or you're going to lose loyal customers like me. It's just not worth the trouble anymore.",2026-02-08 20:43:50
123,DARRYL ASHCRAFT,DARRYL.ASHCRAFT@yahoo.com,account status??,"is my account still active or what. i tried to log in and it didnt work. need to know whats goin on.

darryl",2025-12-27 02:43:12
124,CHRISTIAN JUNG,CHRISTIAN.JUNG@aol.com,IDAHO LOVE Disc Problem,"Hi there,

I'm writing about a film I rented recently, ""IDAHO LOVE."" I picked it up from Store 1 on July 30th, 2005. When I tried to watch it, the disc kept freezing and skipping, especially around the middle of the movie. It was impossible to finish it properly.

I've rented from MediaVault many times and usually don't have issues, but this disc was clearly faulty. I returned it on August 5th, but I feel I didn't get to enjoy the movie I paid for. Can anything be done about this? A credit for a future rental would be appreciated.

Thanks,
Christian Jung",2026-01-21 15:59:39
125,CHAD CARBONE,CHAD.CARBONE@outlook.com,Membership Level Inquiry,What is my current membership level with MediaVault?,2026-02-06 09:35:16
126,MAE FLETCHER,MAE.FLETCHER@icloud.com,Change of Address for My MediaVault Account,"Dear MediaVault Customer Service,

I am writing to request an update to my residential address associated with my account. I recently moved and need to ensure all my details are current. My old address was 123 Old Street, Anytown, and my new address is 456 New Avenue, Otherplace, CA 90210.

Please confirm once this change has been processed. Thank you for your assistance.

Sincerely,
Mae Fletcher",2025-12-11 06:11:03
127,CATHERINE CAMPBELL,CATHERINE.CAMPBELL@protonmail.com,Recommendations for a relaxing evening,"Good morning, MediaVault!

I'm writing to kindly inquire about some film recommendations. I'm hoping to find something light and enjoyable for a quiet evening in, perhaps something in the 'Travel' category to inspire future adventures, or a good 'Comedy' that will genuinely make me laugh.

I've seen ""EXPECATIONS NATURAL"" before and quite enjoyed the scenery, so anything similar would be wonderful. Also, do you have ""PURE RUNNER"" available? I've heard good things about it and could really use a laugh.

Thank you so much for your time and help in selecting a perfect film. I truly appreciate your assistance!

Best regards,
Catherine Campbell",2026-02-18 19:18:19
128,KENNETH GOODEN,KENNETH.GOODEN@mail.com,Complaint about Jon Stephens at Store 2,"Hey, I was in your Store 2 yesterday afternoon and I had a real bad experience with one of your staff, Jon Stephens. He was super rude when I asked about a movie. He acted like I was stupid for not knowing something that was clearly not obvious. His attitude was completely out of line. I think you need to talk to him about how he treats customers. I'm pretty annoyed about it and might just take my business somewhere else if this is how your people act.",2025-11-29 09:40:18
129,HOWARD FORTNER,HOWARD.FORTNER@live.com,Truly Outstanding MediaVault Experience!,"Oh my goodness, I simply must convey my utmost gratitude and satisfaction with the MediaVault service! From the moment I first became a patron, I have been consistently delighted by the magnificent selection of cinematic treasures you offer. Furthermore, the ease with which one can rent and return films is simply unparalleled in today's fast-paced world. Every interaction, whether at your esteemed Store 1 or through your marvelous online portal, has been nothing short of exemplary. The staff are always so incredibly obliging and possess such a cheerful demeanor that it truly brightens one's day. Thank you, MediaVault, for providing such a splendid and truly enjoyable entertainment service! You are, without a shadow of a doubt, a cherished part of my weekly routine.",2025-12-07 09:53:16
